Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,3,2,2,15911.0,896,0.954,1270,33,0.833,0.056
Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,2,3,16867.0,0,0.885,654,14,0.4,0.0
Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,2972.0,0,1.035,922,25,0.562,0.0
Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,5124.0,2235,0.542,1158,42,0.355,0.436
Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394.0,885,1.04,1377,32,0.684,0.201
Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325.0,723,0.815,1517,33,0.65,0.039
Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,3,2,3773.0,1972,0.783,1528,25,1.083,0.523
Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684.0,1748,0.715,1329,24,0.6,0.081
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,4,1,2,1919.0,774,0.965,1505,33,0.737,0.403
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995.0,1713,0.96,1172,38,0.462,0.171
Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,3,1,2,1638.0,0,0.75,1885,51,0.545,0.0
Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947.0,2216,0.76,1744,53,0.606,0.752
Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,3,3,7251.0,1603,0.591,1300,36,0.8,0.221
Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,2,3,2641.0,1257,0.891,1439,39,1.053,0.476
Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,1,3,9336.0,1672,0.696,1391,39,0.625,0.179
Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391.0,1044,1.08,1248,27,0.688,0.06
Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,3,2,5100.0,1786,1.06,2375,63,0.575,0.35
Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955.0,2517,0.484,1238,25,1.083,0.636
Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028.0,710,0.731,791,22,0.833,0.176
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264.0,0,0.479,1204,28,0.333,0.0
Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,2,21620.0,2008,0.691,1300,33,0.5,0.093
Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375.0,1658,0.638,1071,28,1.0,0.698
Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256.0,1084,0.63,1100,29,0.381,0.255
Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231.0,977,0.893,1215,36,0.714,0.048
Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,3,12151.0,1799,1.022,918,14,0.556,0.148
Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,4,1,2,5504.0,0,0.62,1364,32,0.684,0.0
Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,1,2,10021.0,1203,0.93,1463,40,1.0,0.12
Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,4,3,4,19853.0,1513,0.802,1878,55,0.41,0.076
Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969.0,838,0.591,1489,32,0.455,0.169
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,2,3,3117.0,1603,1.167,1437,37,0.609,0.514
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,4,2,2,5504.0,1412,0.722,1290,38,0.462,0.257
Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1,2,3,1438.3,0,0.644,807,22,0.692,0.0
Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,6,3,2,7319.0,1692,0.701,1233,29,0.611,0.231
Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,3,7712.0,1387,0.861,1597,39,0.56,0.18
Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12804.0,2517,0.892,1101,37,0.276,0.197
Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930.0,2259,1.134,2194,53,0.606,0.458
Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476.0,0,0.605,1128,27,0.929,0.0
Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722.0,1667,0.566,1497,35,0.25,0.142
Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,4,1,3,13301.0,0,1.058,1385,50,0.515,0.0
Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,0,1.004,974,28,0.273,0.0
Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,3,2,3,6705.0,0,0.749,731,18,0.5,0.0
Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,4,3,2,19324.0,1040,0.904,1744,50,0.852,0.054
Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331.0,1993,0.777,1766,39,0.625,0.374
Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,6,3,2,17438.0,0,1.078,1860,37,0.85,0.0
Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,3,1,1962.0,0,0.684,1179,27,0.688,0.0
Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402.0,1728,0.652,1650,53,0.606,0.719
Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,895,0.658,1703,48,0.371,0.244
Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638.0,0,0.533,1536,44,0.63,0.0
Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335.0,2480,0.543,1373,36,1.118,0.572
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,5,3,2,3233.0,1034,0.759,1256,29,0.706,0.32
Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862.0,2517,0.766,643,16,0.231,0.212
Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,4,2,1,3624.0,1975,0.708,1469,23,1.091,0.545
Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,4,1,2,6175.0,960,0.709,1847,59,0.405,0.155
Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338.0,0,0.695,1227,24,0.5,0.0
Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544.0,1184,0.85,1336,38,0.652,0.214
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,6,2,3,2927.0,1412,0.763,1474,26,0.857,0.482
Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,4,3,3,5146.0,1618,1.073,1955,44,0.76,0.314
Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,5,3,3,1704.0,0,0.701,660,17,0.308,0.0
Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472.0,788,0.526,705,14,0.273,0.144
Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736.0,1822,0.593,1211,25,0.923,0.666
Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976.0,1311,0.995,1498,43,0.536,0.663
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714.0,2252,0.831,1536,38,0.652,0.258
Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693.0,1378,0.799,1594,45,0.452,0.159
Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247.0,710,0.735,1190,30,0.5,0.077
Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908.0,0,0.993,827,21,0.75,0.0
Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222.0,0,0.685,920,18,0.5,0.0
Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740.0,0,0.676,1755,54,0.543,0.0
Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,2323.0,0,0.737,804,15,0.5,0.0
Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788.0,0,0.296,1196,30,0.429,0.0
Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,361,0.963,850,22,0.692,0.251
Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710.0,693,0.914,1749,50,0.429,0.059
Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,6,2,2,3663.0,1853,0.963,1826,35,1.059,0.506
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813.0,1185,0.552,1482,46,0.643,0.07
Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434.0,2104,0.955,1726,37,0.85,0.128
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872.0,1118,0.658,1806,31,0.409,0.051
Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,46,5,3,2,4271.0,1150,1.064,2052,50,0.724,0.269
Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,29,6,1,2,7361.0,1309,0.504,1175,34,0.7,0.178
Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,479,0.553,1786,37,0.37,0.333
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628.0,1077,0.872,1675,58,0.415,0.125
Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,44,4,3,3,18750.0,1705,0.807,1200,36,0.895,0.091
Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,36,4,2,3,21242.0,819,0.499,1283,37,0.542,0.039
Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,4,2,2,11327.0,1528,1.142,2033,38,0.727,0.135
Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,3249.0,2217,1.06,1988,36,0.895,0.682
Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,33,3,3,2,3714.0,2170,0.524,1454,35,0.522,0.584
Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,6,1,3,7340.0,0,0.65,838,24,0.412,0.0
Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952.0,0,0.709,1918,61,0.649,0.0
Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865.0,0,0.881,837,25,0.667,0.0
Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,25,6,3,2,3083.0,1040,0.729,4311,78,0.56,0.337
Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,24,3,2,2,10584.0,1550,0.692,1567,33,0.32,0.146
Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,42,4,1,2,2240.0,0,0.668,1905,39,0.345,0.0
Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,40,5,1,2,12240.0,1566,0.539,1422,26,0.529,0.128
Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,3,1,3,3124.0,1593,0.869,1652,41,0.367,0.51
Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,4,2,3,22157.0,1355,0.69,1911,55,0.571,0.061
Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477.0,0,0.767,1260,27,0.688,0.0
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,2,3933.0,852,0.433,1489,45,0.324,0.217
Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244.0,1762,0.661,1274,32,1.0,0.543
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936.0,2379,0.694,1572,57,0.676,0.81
Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133,0.759,1935,41,0.708,0.788
Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242.0,491,1.054,2187,59,0.405,0.079
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,6175.0,1166,0.803,1417,25,0.25,0.189
Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806.0,1811,0.754,1465,31,0.476,0.153
Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734.0,954,0.6,1570,45,0.452,0.202
Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,306,1.035,694,15,0.364,0.213
Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,6,1,3,5923.0,1686,0.702,1236,35,0.591,0.285
Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,7151.0,800,0.986,854,22,0.375,0.112
Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,2,17131.0,1213,0.604,1371,37,0.423,0.071
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387,0.76,1804,49,0.75,0.41
Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,1,3,3537.0,2517,1.021,1605,43,0.344,0.712
Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,16320.0,0,0.757,1279,41,0.708,0.0
Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,3,2407.0,843,1.008,1470,28,0.4,0.35
Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,4,1,2,3538.0,0,0.481,1265,38,0.462,0.0
Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684.0,1381,0.794,2002,60,0.429,0.515
Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,2,15459.0,0,0.789,1419,30,0.667,0.0
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,3,4307.0,0,0.745,1628,37,0.542,0.0
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,2848.0,1468,0.517,1135,27,0.421,0.515
Existing Customer,44,M,3,College,Unknown,$80K - $120K,Blue,35,6,1,2,6361.0,1292,1.027,1571,38,0.52,0.203
Existing Customer,57,M,4,High School,Married,$80K - $120K,Blue,38,4,1,3,15428.0,1553,0.747,1916,40,0.538,0.101
Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,5,1,3,2544.0,1927,0.939,1346,30,0.364,0.757
Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,3,3,2,8796.0,2517,0.492,1195,18,0.8,0.286
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,6,1,3,3428.0,1566,0.557,1155,34,0.545,0.457
Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,36,6,2,2,1438.3,0,0.597,1431,34,0.545,0.0
Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,18001.0,906,0.62,1194,25,0.471,0.05
Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,42,3,1,3,2680.0,1753,0.32,1154,33,0.571,0.654
Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,6,4,3,4675.0,1734,0.413,1232,34,0.545,0.371
Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,3,1,3,2448.0,1693,0.502,1269,30,0.875,0.692
Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,6,2,2,8154.0,996,0.594,1379,26,1.0,0.122
Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,19354.0,984,0.956,1207,32,0.684,0.051
Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,3,3,3,2340.0,1930,0.987,781,15,0.364,0.825
Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2,2,2490.0,513,0.678,864,20,0.333,0.206
Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,30,5,3,2,2578.0,2517,0.896,1830,64,0.524,0.976
Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,52,6,3,2,9050.0,1538,0.77,1542,43,0.654,0.17
Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,3,3,4,4051.0,1183,0.794,1837,57,0.629,0.292
Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,37,3,3,2,11959.0,1665,0.675,1191,40,0.481,0.139
Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,2070.0,0,0.708,1793,53,0.963,0.0
Existing Customer,46,M,1,Unknown,Single,$120K +,Blue,32,5,2,1,11840.0,1295,0.84,1560,49,0.4,0.109
Existing Customer,47,M,2,College,Married,$120K +,Blue,35,4,3,2,3636.0,1010,0.596,1564,59,0.686,0.278
Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,3,11262.0,1435,0.735,2165,61,0.649,0.127
Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,36,5,1,1,2072.0,1543,0.486,1265,32,0.391,0.745
Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119.0,1656,0.561,1455,35,0.667,0.402
Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,3,3,5903.0,1335,0.914,1137,27,0.929,0.226
Existing Customer,40,M,5,Graduate,Unknown,$40K - $60K,Blue,25,6,2,3,7860.0,541,0.764,1367,35,0.75,0.069
Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,5918.0,842,0.56,1292,26,0.733,0.142
Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,5,3,2,6741.0,1745,0.559,1682,46,0.438,0.259
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,6,1,2,3880.0,1542,1.015,1598,39,0.5,0.397
Attrited Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,35,2,2,3,1438.3,0,0.694,891,28,0.4,0.0
Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,3,3,2003.0,1224,0.646,1756,42,0.355,0.611
Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,6,3,2,7723.0,1902,1.181,1241,22,1.0,0.246
Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,18226.0,1847,0.845,1681,43,0.87,0.101
Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,4,2,2,8128.0,1846,0.857,1224,32,0.778,0.227
Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,6,2,3,5851.0,1660,0.786,1572,38,0.52,0.284
Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,3,10260.0,942,1.042,1566,50,0.562,0.092
Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,6,3,3,2243.0,1418,0.39,1334,31,0.409,0.632
Attrited Customer,56,M,3,Unknown,Married,$60K - $80K,Blue,45,5,3,2,12248.0,0,0.894,767,25,0.562,0.0
Attrited Customer,59,F,1,Unknown,Married,Unknown,Blue,50,3,2,3,1438.3,0,0.57,724,16,0.231,0.0
Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,3,2,19843.0,1178,0.909,1638,49,0.633,0.059
Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,3,3,3,2163.0,0,0.816,1349,47,0.88,0.0
Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26,3,1,2,4531.0,1214,0.813,1414,40,0.333,0.268
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,3,2950.0,1705,0.605,1260,32,0.6,0.578
Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,2,3,7706.0,392,0.764,965,27,0.421,0.051
Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,36,5,3,2,17536.0,1525,0.859,1411,28,0.474,0.087
Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3,3770.0,1197,0.621,1602,49,0.441,0.318
Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,5,2,2,10344.0,1274,0.445,1617,47,0.424,0.123
Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136.0,1864,0.693,1036,25,0.25,0.594
Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36,4,3,1,21134.0,1508,0.505,1556,35,0.842,0.071
Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019.0,1380,1.158,2005,62,0.59,0.684
Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,9959.0,1890,1.043,2041,45,0.875,0.19
Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241.0,1203,0.66,1102,31,0.632,0.059
Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22,3,3,2,2642.0,2035,1.119,1761,42,0.909,0.77
Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36,4,1,1,8070.0,2350,1.03,2117,61,0.649,0.291
Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085.0,2238,0.568,596,15,0.5,0.548
Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187.0,1597,0.777,2560,46,0.314,0.73
Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,4,3,2,3358.0,1758,0.723,1759,33,0.737,0.524
Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888.0,0,0.928,1886,66,0.65,0.0
Existing Customer,51,F,3,College,Married,Unknown,Blue,36,3,2,3,12605.0,1449,0.703,1870,56,0.647,0.115
Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343.0,1581,1.146,1545,31,0.824,0.473
Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35,6,3,1,9786.0,0,0.701,820,25,0.562,0.0
Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,36,4,1,3,6407.0,1884,0.678,1675,47,0.469,0.294
Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,50,6,1,2,21697.0,2144,0.654,2117,48,0.655,0.099
Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,34,4,3,2,14310.0,694,0.558,1254,34,0.478,0.048
Existing Customer,46,M,4,College,Single,$120K +,Blue,36,5,2,1,7793.0,1705,0.597,1099,39,0.696,0.219
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,33,6,2,3,4343.0,0,0.563,1352,35,0.944,0.0
Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,36,5,1,3,9697.0,0,0.759,1812,50,0.923,0.0
Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,21,3,3,1,2967.0,1843,0.681,1673,58,0.526,0.621
Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,4,3,2,2148.0,1545,0.682,2167,65,0.512,0.719
Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,6,3,1,6116.0,2517,0.691,2369,56,0.75,0.412
Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,36,5,2,2,18085.0,1487,0.792,1582,47,1.043,0.082
Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,2,3312.0,0,0.698,647,19,0.462,0.0
Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20,3,2,2,9956.0,1117,0.515,1447,39,0.696,0.112
Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,3888.0,1663,0.664,1145,37,0.423,0.428
Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,24,5,3,2,11042.0,2211,0.897,1140,25,0.786,0.2
Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,41,6,3,2,3386.0,1794,0.671,1736,40,1.105,0.53
Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2,1,2410.0,1705,0.798,2505,69,0.568,0.707
Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,24,6,1,1,2592.0,2227,0.633,1695,48,0.548,0.859
Existing Customer,54,F,2,Unknown,Divorced,$40K - $60K,Blue,49,5,3,2,5476.0,2517,0.967,1532,44,0.692,0.46
Existing Customer,62,F,1,College,Married,Less than $40K,Blue,44,3,2,3,2378.0,1610,0.448,1807,45,0.607,0.677
Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,21,6,4,3,20056.0,1602,0.466,1687,46,0.533,0.08
Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36,4,2,2,8013.0,2025,0.789,1481,45,0.452,0.253
Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,1,3,2229.0,1791,1.139,1583,32,0.6,0.803
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,40,4,1,1,5158.0,2190,0.426,1229,34,0.478,0.425
Existing Customer,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,41,6,2,2,23271.0,1262,0.718,1402,34,0.889,0.054
Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36,2,3,2,10244.0,861,0.78,1127,29,0.381,0.084
Existing Customer,43,M,3,Unknown,Divorced,$60K - $80K,Blue,30,3,2,1,2588.0,1669,0.788,1053,31,0.55,0.645
Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,2,3,10747.0,1603,0.471,1340,25,0.923,0.149
Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474.0,0,0.858,732,21,0.615,0.0
Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,3,3555.0,0,0.813,2346,71,0.651,0.0
Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,38,6,3,2,22140.0,733,0.987,1580,45,0.667,0.033
Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,9457.0,350,1.024,1196,28,0.333,0.037
Existing Customer,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2580.0,2265,0.824,1665,57,0.629,0.878
Existing Customer,44,M,2,Unknown,Married,$80K - $120K,Blue,39,6,2,2,1438.3,0,0.871,1495,39,0.393,0.0
Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,43,6,3,1,6224.0,1892,0.983,2187,58,0.657,0.304
Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,3,1,3093.0,2517,0.855,1371,23,0.917,0.814
Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,42,4,3,3,4076.0,0,0.808,1235,37,0.682,0.0
